ticker,date,ret,vwretd
TRV,19940131,0.08360128849744797,0.03145912
TRV,19940228,-0.115726999938488,-0.024206850000000002
TRV,19940331,-0.05050504952669144,-0.04579461
TRV,19940429,-0.014184396713972092,0.009494642000000001
TRV,19940531,-0.04964028671383858,0.009352695000000001
TRV,19940630,-0.01901140622794628,-0.027880250000000002
TRV,19940729,0.027131782844662666,0.03065685
TRV,19940831,0.12150943279266357,0.04262911
TRV,19940930,-0.11148648709058762,-0.01833766
TRV,19941031,0.057034220546483994,0.014519830000000001
TRV,19941130,-0.05323740839958191,-0.03720634
TRV,19941230,-0.011450381949543953,0.012580290000000001
TRV,19950131,0.14517374336719513,0.02035284
TRV,19950228,0.05423728749155998,0.0396473
TRV,19950331,-0.006430868059396744,0.02706509
TRV,19950428,0.07119741290807724,0.02504833
TRV,19950531,0.0229607243090868,0.03390846
TRV,19950630,0.0385756678879261,0.03114199
TRV,19950731,0.08285713940858841,0.04080114
TRV,19950831,0.01741424761712551,0.009294915
TRV,19950929,0.1067708358168602,0.03635392
TRV,19951031,-0.04596332833170891,-0.01133864
TRV,19951130,0.18217821419239044,0.04277105
TRV,19951229,0.052521008998155594,0.0151922
TRV,19960131,0.049900200217962265,0.02812137
TRV,19960229,0.02053231932222843,0.016352620000000002
TRV,19960329,-0.013084111735224724,0.01091403
TRV,19960430,-0.06818182021379471,0.025559890000000002
TRV,19960531,0.015853658318519592,0.02681004
TRV,19960628,0.09939759224653244,-0.008289313000000001
TRV,19960731,-0.07397260516881943,-0.05384932
TRV,19960830,0.030177515000104904,0.03245125
TRV,19960930,0.13256484270095825,0.05298472
TRV,19961031,0.10737913846969604,0.01367326
TRV,19961129,0.105988048017025,0.0656042
TRV,19961231,0.008333333767950535,-0.011391450000000001
TRV,19970131,0.15757575631141663,0.053440680000000004
TRV,19970228,0.02386634796857834,-0.001067178
TRV,19970331,-0.10489510744810104,-0.04486433
TRV,19970430,0.15625,0.04239623
TRV,19970530,-0.00630630599334836,0.07163968
TRV,19970630,0.14659090340137482,0.04408098
TRV,19970731,0.14311198890209198,0.07651265
TRV,19970829,-0.11728931218385696,-0.03632035
TRV,19970930,0.07578740268945694,0.05845339
TRV,19971031,0.026898445561528206,-0.03443246
TRV,19971128,0.09017857164144516,0.03035378
